评论
"包裹收到,合身,穿着舒服,价格合理,品牌衣服质量上佳,春天不怕了"
牛仔裤掉蓝色坨坨，掉很多，抖了四五次依然掉，用胶粘了后，下水洗了后，依然是有蓝色坨坨。
给夫人买的，质量还可以?
很好看，上身不错
清洗掉色严重
衣服非常喜欢?
有些显胖
好看的
"刚刚试了一下,极其的好,样子好看,特别的优秀,洗过不褪色,满分好评"
