评论
还没穿，不过摸上去感觉很好。
哈哈哈网上买个试一下
很容易勾丝而且还开线了不太行
穿了一次，就滑撕了，就破了！太不结实了
很好很爱很爱很爱 非常好 超级好
抽丝
